,大卫·赫斯特,大卫·菲利普斯,大卫·怀特,李·查普曼,保罗·威尔金森,阿兰·希勒,埃里克·坎通纳,布莱恩·迪恩,莱斯·费迪南德,达利安·阿特金森,马克·罗宾斯,埃迪·麦戈德里克,约翰·威廉姆斯,莫·约翰斯通,马修·勒蒂希埃,沃伦·巴顿,彼得·比尔兹利,格雷厄姆·斯图尔特,马克·沃尔特斯,尼克·亨利,克里斯·基沃姆亚,加文·约翰逊,伯尼·斯拉文,迪恩·霍兹沃斯,埃里克·扬,米克·哈福德,鲁尔·福克斯,马克·休斯,加里·帕克,米奇·金,加里·班尼斯特,贡纳·哈勒,李·鲍维,伊恩·赖特,格雷姆·夏普,扬·莫尔比,罗伯特·瓦日查,巴里·霍恩,加里·斯皮德,马克·布莱特,迈克·米利根,伊恩·克鲁克,尼格尔·克拉夫,加雷斯·索斯盖特,安迪·伊姆佩,保罗·比斯利,大卫·巴德斯利,维尼·琼斯,埃迪·纽顿,丹尼·威尔逊,迪恩·桑德斯,克里斯·阿姆斯特朗,约翰·沃克,汤米·赖特,罗比·厄尔,伊恩·奥尔尼,戈登·杜里,安迪·辛顿,米歇尔·冯克,马克·阿特金斯,特迪·谢林汉姆,约翰·法沙努,威利·法尔科纳,瑞恩·吉格斯,史蒂夫·布鲁斯,伊恩·多维,阿兰·克纳汉,杰森·多泽尔,彼得·恩德洛武,唐·哈奇森,迈克·谢伦,阿德里安·利特约翰,加里·潘里斯,斯图尔特·里普利,罗尼·罗森塔尔,史蒂夫·麦克马纳曼,布莱恩·麦克莱尔,保罗·默森,安迪·汤森,米克·奎因,约翰·亨德里,加里·麦卡利斯特,凯文·加拉切尔,托尼·科蒂,尼埃尔·奎因,布拉德利·艾伦,克里斯·萨顿,尼尔·亚当斯,迈克·纽维尔,尼克·巴姆比,伊恩·拉什,德怀特·约克,罗德·华莱士,约翰·斯宾塞,安迪·科尔 ,罗伊·基恩,凯文·坎贝尔,达伦·安德顿,埃凡·埃科库,伊恩·马歇尔,马克·斯坦,保罗·因斯,克里斯·巴特-威廉斯,特雷沃·莫利,沃森·戈登,罗比·福勒,保罗·里德奥特,安德烈·坎切尔斯基,斯坦·科利莫尔,乌韦·罗斯勒,尤尔根·克林斯曼 ,罗伯特·李,托尼·耶博阿,迪昂·达布林 ,盖伊·惠廷汉姆,布莱恩·罗伊,朱利安·迪克斯,丹尼斯·博格坎普,约翰·哈特森,丹尼斯·怀斯 ,约翰·巴恩斯,邓肯·弗格森,萨沃·米洛舍维奇,诺埃尔·惠兰,保罗·斯科尔斯,迈克尔·欧文,奥莱·索尔斯克亚,哈塞尔巴因克,蒂姆·舍伍德,马库斯·盖尔,朱利安·约希姆,埃米尔·赫斯基 ,大卫·贝克汉姆 ,保罗·万乔普,保罗·迪卡尼奥 ,吉安弗兰科·佐拉,凯文·菲利普斯,蒂埃里·亨利,古斯塔沃·波耶特,特雷沃·辛克莱尔,詹姆斯·比蒂,马克·维杜卡,鲁德·范尼斯特鲁伊,哈里·科威尔,杰森·尤尔,尼古拉·阿内尔卡,罗比·基恩,罗伯特·皮雷斯,弗兰克·兰帕德,埃聚尔·古德约翰森,杰梅因·迪福 ,克雷格·贝拉米,韦恩·鲁尼,雅库布,路易斯·萨哈,克里斯蒂亚诺·罗纳尔多,史蒂文·杰拉德,凯文·戴维斯,迪迪埃·德罗巴,达伦·本特,埃曼纽尔·阿德巴约,彼得·克劳奇,费尔南多·托雷斯,迪米塔尔·贝尔巴托夫,卡洛斯·特维斯,罗宾·范佩西,加布里埃尔·阿邦拉霍,凯文·诺兰,路易斯·苏亚雷斯,塞尔吉奥·阿圭罗,丹尼尔·斯图里奇,罗梅卢·卢卡库,哈里·凯恩,奧利弗·吉鲁,埃登·阿扎尔,杰米·瓦尔迪,萨迪奥·马内,拉希姆·斯特林,穆罕默德·萨拉赫,克里斯蒂安·本特克
Oct-04,0,0,0,0,0,247,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,66,50,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,138,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,56,78,59,0,81,0,0,52,0,122,0,0,168,0,76,0,52,0,0,0,0,0,0,145,0,0,62,0,0,0,0,111,0,0,0,80,55,0,0,63,0,0,78,118,84,109,0,0,0,74,62,50,66,59,74,121,54,49,67,62,70,52,54,63,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-04,0,0,0,0,0,248,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,66,50,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,138,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,56,78,59,0,81,0,0,52,0,122,0,0,168,0,76,0,52,0,0,0,0,0,0,145,0,0,62,0,0,0,0,111,0,0,0,80,55,0,0,64,0,0,81,118,84,109,0,0,0,74,62,50,66,59,76,123,54,0,68,62,72,52,55,63,54,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec-04,0,0,0,0,0,248,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,66,50,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,138,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,81,0,0,52,0,122,0,0,169,0,76,0,52,0,0,0,0,0,0,147,0,0,62,0,0,0,0,111,0,0,0,80,55,0,0,65,0,0,85,118,84,111,0,0,0,77,62,50,66,59,77,128,54,0,68,64,72,53,55,64,57,51,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-05,0,0,0,0,0,249,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,66,50,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,138,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,81,0,0,52,0,122,0,0,172,0,77,0,52,0,0,0,0,0,0,148,0,0,62,0,0,0,0,111,0,0,0,81,55,0,0,65,0,0,86,118,84,113,0,0,0,78,62,50,66,59,80,128,54,0,68,64,72,53,55,64,58,51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feb-05,0,0,0,0,0,250,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,66,50,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,138,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,81,0,0,52,0,122,0,0,173,0,78,0,52,0,0,0,0,0,0,151,0,0,62,0,0,0,0,111,0,0,0,83,55,0,0,65,0,0,86,118,84,113,0,0,0,78,62,50,66,59,80,131,54,0,69,64,72,53,55,64,60,51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar-05,0,0,0,0,0,250,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,66,50,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,138,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,81,0,0,52,0,122,0,0,173,0,79,0,52,0,0,0,0,0,0,151,0,0,62,0,0,0,0,111,0,0,0,83,55,0,0,65,0,0,86,118,84,114,0,0,0,79,62,50,66,59,80,134,54,0,69,64,72,53,55,64,61,51,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr-05,0,0,0,0,0,250,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,138,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,81,0,0,52,0,122,0,0,174,0,79,0,52,0,0,0,0,0,0,154,0,0,62,0,0,0,0,111,0,0,0,83,55,0,0,67,0,0,86,118,84,115,0,0,0,81,62,50,66,59,83,137,54,0,69,64,72,53,55,64,63,52,57,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-05,0,0,0,0,0,250,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,138,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,81,0,0,52,0,122,0,0,175,0,79,0,52,0,0,0,0,0,0,154,0,0,62,0,0,0,0,111,0,0,0,85,55,0,0,67,0,0,87,118,84,116,0,0,0,82,62,50,66,59,83,137,54,0,69,64,74,53,55,64,63,55,58,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aug-05,0,0,0,0,0,250,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,67,50,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,140,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,81,0,0,52,0,122,0,0,177,0,79,0,52,0,0,0,0,0,0,154,0,0,62,0,0,0,0,111,0,0,0,85,55,0,0,67,0,0,87,118,84,116,0,0,0,84,62,0,66,59,84,140,54,0,69,66,77,53,55,64,63,55,60,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sep-05,0,0,0,0,0,251,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,140,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,81,0,0,52,0,122,0,0,177,0,79,0,52,0,0,0,0,0,0,154,0,0,62,0,0,0,0,111,0,0,0,85,55,0,0,67,0,0,87,120,84,116,0,0,0,84,62,0,66,59,84,140,54,50,69,66,79,53,55,64,64,55,62,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oct-05,0,0,0,0,0,252,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,68,50,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,141,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,81,0,0,52,0,122,0,0,180,0,79,0,52,0,0,0,0,0,0,154,0,0,62,0,0,0,0,111,0,0,0,85,55,0,0,67,0,0,87,122,84,117,0,0,0,84,62,0,66,59,85,140,54,0,70,66,82,53,55,64,65,57,68,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-05,0,0,0,0,0,252,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,68,50,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,142,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,81,0,0,52,0,122,0,0,180,0,79,0,52,0,0,0,0,0,0,154,0,0,62,0,0,0,0,111,0,0,0,85,55,0,0,67,0,0,87,122,84,118,0,0,0,84,62,0,66,59,86,145,54,0,71,67,84,53,55,64,66,57,69,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec-05,0,0,0,0,0,254,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,142,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,81,0,0,52,0,122,0,0,183,0,80,0,52,0,0,0,0,0,0,154,0,0,62,0,0,0,0,111,0,0,0,86,55,0,0,67,0,0,89,125,84,118,0,0,0,85,62,0,66,59,86,147,54,51,73,67,89,53,55,64,69,57,70,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-06,0,0,0,0,0,254,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,142,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,81,0,0,52,0,122,0,0,183,0,80,0,52,0,0,0,0,0,0,155,0,0,62,0,0,0,0,111,0,0,0,86,55,0,0,67,0,0,89,125,84,121,0,0,0,85,62,0,66,59,86,150,54,52,75,67,90,54,55,64,70,58,71,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feb-06,0,0,0,0,0,255,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,142,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,81,0,0,52,0,122,0,0,184,0,82,0,52,0,0,0,0,0,0,155,0,0,62,0,0,0,0,111,0,0,0,86,55,0,0,67,0,0,89,125,84,122,0,0,0,86,62,0,66,59,87,152,54,52,76,67,93,55,55,64,71,59,72,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar-06,0,0,0,0,0,256,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,144,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,81,0,0,52,0,122,0,0,184,0,82,0,52,0,0,0,0,0,0,156,0,0,62,0,0,0,0,111,0,0,0,86,55,0,0,67,0,0,89,125,84,124,0,0,0,86,62,0,66,59,87,156,54,52,79,71,94,56,55,64,76,60,72,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr-06,0,0,0,0,0,260,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,144,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,82,0,0,52,0,122,0,0,184,0,82,0,52,0,0,0,0,0,0,159,0,0,62,0,0,0,0,111,0,0,0,87,55,0,0,67,0,0,89,125,84,125,0,0,0,86,62,0,66,59,87,160,54,52,79,71,95,56,56,64,79,61,74,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-06,0,0,0,0,0,260,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,144,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,82,0,0,52,0,122,0,0,184,0,82,0,52,0,0,0,0,0,0,160,0,0,62,0,0,0,0,111,0,0,0,87,55,0,0,68,0,0,89,125,84,125,0,0,0,86,62,0,66,59,87,164,54,52,79,71,95,56,56,64,79,62,74,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aug-06,0,0,0,0,0,260,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,144,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,82,0,0,52,0,122,0,0,184,0,82,0,52,0,0,0,0,0,0,161,0,0,62,0,0,0,0,111,0,0,0,87,55,0,0,68,0,0,89,125,85,125,0,0,0,87,62,0,66,59,87,164,54,52,79,72,95,56,56,64,79,62,76,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sep-06,0,0,0,0,0,260,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,144,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,82,0,0,52,0,122,0,0,184,0,82,0,52,0,0,0,0,0,0,161,0,0,62,0,0,0,0,111,0,0,0,87,55,0,0,68,0,0,89,125,85,126,0,0,0,87,62,0,66,59,87,166,54,52,80,72,95,56,56,64,79,62,78,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oct-06,0,0,0,0,0,260,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,145,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,82,0,0,52,0,122,0,0,185,0,82,0,52,0,0,0,0,0,0,161,0,0,62,0,0,0,0,111,0,0,0,87,55,0,0,68,0,0,90,125,88,126,0,0,0,89,62,0,66,59,87,169,54,52,81,73,95,56,56,64,79,62,79,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-06,0,0,0,0,0,260,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,145,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,83,0,0,52,0,122,0,0,186,0,82,0,52,0,0,0,0,0,0,161,0,0,62,0,0,0,0,111,0,0,0,87,55,0,0,68,0,0,90,125,88,126,0,0,0,89,62,0,66,59,87,170,54,52,81,73,95,56,56,66,80,62,79,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dec-06,0,0,0,0,0,260,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,146,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,83,0,0,0,0,122,0,0,187,0,82,0,52,0,0,0,0,0,0,161,0,0,62,0,0,0,0,111,0,0,0,87,55,0,0,68,0,0,91,125,90,126,0,0,0,91,62,0,66,59,87,170,54,52,81,74,95,56,56,71,81,62,81,54,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan-07,0,0,0,0,0,260,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,146,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,83,0,0,0,0,122,0,0,187,0,82,0,0,0,0,0,0,0,0,161,0,0,62,0,0,0,0,111,0,0,0,87,55,0,0,68,0,0,93,125,90,127,0,0,0,92,62,0,66,59,87,173,54,0,81,77,95,56,56,71,81,62,83,54,54,53,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Feb-07,0,0,0,0,0,260,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,146,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,83,0,0,0,0,122,0,0,187,0,82,0,0,0,0,0,0,0,0,163,0,0,62,0,0,0,0,111,0,0,0,87,55,0,0,68,0,0,94,125,90,127,0,0,0,92,62,0,66,59,87,174,54,0,81,78,95,56,56,72,83,62,84,54,54,54,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar-07,0,0,0,0,0,260,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,146,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,83,0,0,0,0,122,0,0,187,0,82,0,0,0,0,0,0,0,0,163,0,0,62,0,0,0,0,111,0,0,0,87,55,0,0,68,0,0,95,125,91,127,0,0,0,92,62,0,66,59,87,174,54,0,81,78,95,56,56,73,83,62,85,54,55,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apr-07,0,0,0,0,0,260,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,146,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,83,0,0,0,0,122,0,0,187,0,82,0,0,0,0,0,0,0,0,163,0,0,62,0,0,0,0,111,0,0,0,87,55,0,0,68,0,0,95,125,91,127,0,0,0,94,62,0,66,59,87,174,54,0,81,82,95,56,56,75,89,62,85,54,55,54,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
May-07,0,0,0,0,0,260,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,146,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,83,0,0,0,0,122,0,0,187,0,82,0,0,0,0,0,0,0,0,163,0,0,62,0,0,0,0,111,0,0,0,87,55,0,0,68,0,0,95,125,91,127,0,0,0,94,62,0,66,59,87,174,54,0,81,85,95,57,56,75,90,62,85,54,57,54,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aug-07,0,0,0,0,0,260,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,146,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,83,0,0,0,0,122,0,0,187,0,82,0,0,0,0,0,0,0,0,163,0,0,62,0,0,0,0,111,0,0,0,87,55,0,0,68,0,0,96,125,91,127,0,0,0,95,62,0,66,59,87,174,54,0,81,86,95,57,56,78,90,62,88,54,57,54,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sep-07,0,0,0,0,0,260,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,146,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,83,0,0,0,0,122,0,0,187,0,82,0,0,0,0,0,0,0,0,163,0,0,62,0,0,0,0,111,0,0,0,87,55,0,0,68,0,0,96,126,91,127,0,0,0,95,62,0,66,59,87,174,54,0,81,88,95,57,56,80,91,62,88,54,57,55,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oct-07,0,0,0,0,0,260,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,146,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,83,0,0,0,0,122,0,0,187,0,82,0,0,0,0,0,0,0,0,163,0,0,62,0,0,0,0,111,0,0,0,87,55,0,0,68,0,0,96,127,91,127,0,0,0,95,62,0,66,59,87,174,0,0,81,88,95,57,56,81,96,62,88,54,57,56,60,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nov-07,0,0,0,0,0,260,70,71,149,0,0,0,0,0,100,0,58,0,0,0,0,0,0,63,0,0,0,64,0,0,0,0,0,113,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,146,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,78,59,0,83,0,0,0,0,123,0,0,187,0,82,0,0,0,0,0,0,0,0,163,0,0,62,0,0,0,0,111,0,0,0,87,55,0,0,68,0,0,96,127,91,127,0,0,0,95,62,0,66,59,87,174,0,0,81,88,95,57,56,82,96,62,89,54,57,56,60,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
